Comune,Provincia,Regione,Nome,Tipo,Anno inserimento,Identificatore in OpenStreetMap,Longitudine,Latitudine
Santarcangelo di Romagna,RIMINI,Emilia-Romagna,La Pieve,Monumento,2012,1741564856,12.4419416999999,44.0567131999999
Santhia',VERCELLI,Piemonte,Monumento ai Caduti,"Monumento commemorativo, sacrario",2013,799002160,8.1706873,45.3665194
Santo Stefano di Cadore,BELLUNO,Veneto,Monumento all'emigrante,Monumento,2013,2430198389,12.5498846,46.5573811
Santo Stefano di Camastra,MESSINA,Sicilia,Monumento ai Caduti,"Monumento commemorativo, sacrario",2016,3925392545,14.3517426,38.0156532
Santo Stefano Lodigiano,LODI,Lombardia,Monumento ai Caduti,Monumento,2015,3420335158,9.73623139999999,45.1197663
Sanza,SALERNO,Campania,Cippo Carlo Pisacane,"Monumento commemorativo, sacrario",2013,2257463629,15.5630541,40.2484042
Sarezzo,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,2469316859,10.1974035999999,45.6631819999999
Sarezzo,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,2139494812,10.2037032,45.6535731
Sarezzo,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2014,3151806725,10.1868392,45.6713414999999
Sarezzo,BRESCIA,Lombardia,Monumento ai Caduti del Lavoro,Monumento,2015,3384228940,10.2043719,45.6516682
Sarezzo,BRESCIA,Lombardia,Partigiano Giuseppe Gheda,"Monumento commemorativo, sacrario",2015,2614067438,10.2471193,45.6833602999999
Sarnico,BERGAMO,Lombardia,Monumento ai Caduti,Monumento,2015,3265838407,9.957464,45.6661867999999
Saronno,VARESE,Lombardia,Baden Powell,Monumento,2015,3416591482,9.0403296,45.6390492
Saronno,VARESE,Lombardia,Enzo Milite,"Monumento commemorativo, sacrario",2014,3195833351,9.03927829999999,45.6420344
Sarzana,LA SPEZIA,Liguria,monumento a Carlo Fabbricotti,Monumento,2012,1476827640,10.0103044,44.0501785
Sarzana,LA SPEZIA,Liguria,monumento a Carlin (1946),"Monumento commemorativo, sacrario",2011,1470025226,9.9914834,44.1119709999999
Sassano,SALERNO,Campania,Caduti in Guerra,Monumento,2014,2861654707,15.5607111,40.3369690999999
Sassari,SASSARI,Sardegna,Giuseppe Mazzini,Monumento,2016,4017953283,8.5612233,40.7234523999999
Sassari,SASSARI,Sardegna,Monumento a Domenico Alberto Azuni,Monumento,2016,4019842408,8.56137599999999,40.7270419
Sassello,SAVONA,Liguria,Bric Veciri,"Monumento commemorativo, sacrario",2015,3265926949,8.5523854,44.439638
Sassello,SAVONA,Liguria,Monte Ermetta,"Monumento commemorativo, sacrario",2015,3265934261,8.5499197,44.4451085999999
Sasso di Castalda,POTENZA,Basilicata,Il Faggio,"Monumento commemorativo, sacrario",2012,1850606716,15.7109264999999,40.4930334
Sasso Marconi,BOLOGNA,Emilia-Romagna,Mausoleo di Guglielmo Marconi,Monumento,2014,1356329388,11.2685298,44.4313357999999
Sasso Marconi,BOLOGNA,Emilia-Romagna,Part of Panfilo Elettra,Monumento,2014,3047472631,11.2675567999999,44.4309178999999
Sasso Marconi,BOLOGNA,Emilia-Romagna,Ai Martiri di Colle Ameno,"Monumento commemorativo, sacrario",2016,4007989901,11.2633481999999,44.4221318
Sassuolo,MODENA,Emilia-Romagna,Palazzo Ducale,Monumento,2014,1660834710,10.7797709,44.5425903
Sassuolo,MODENA,Emilia-Romagna,Monumento a Salvo D'Acquisto,"Monumento commemorativo, sacrario",2013,2288530264,10.7861844,44.5410419
Sassuolo,MODENA,Emilia-Romagna,Monumento ai Caduti,"Monumento commemorativo, sacrario",2013,1636575526,10.7827547999999,44.5407019
Sassuolo,MODENA,Emilia-Romagna,Tomba Conte D'espagnac,"Monumento commemorativo, sacrario",2013,2278872536,10.7866707,44.5372916
Sassuolo,MODENA,Emilia-Romagna,Tomba Conti Vistarino,"Monumento commemorativo, sacrario",2013,2278872537,10.7864616,44.5372421
Sassuolo,MODENA,Emilia-Romagna,Tombe Partigiani di Manno,"Monumento commemorativo, sacrario",2013,2278872538,10.7864679,44.5371111999999
Savignone,GENOVA,Liguria,MOnumento ai Caduti della Resistenza,Monumento,2014,2917360451,8.9878374,44.5637407999999
Savogna d'Isonzo,GORIZIA,Friuli-Venezia Giulia,Cippo ai Granatieri,Monumento,2015,3837049586,13.5794257,45.8728845999999
Savona,SAVONA,Liguria,Campanassa,Monumento,2010,807646330,8.48429529999999,44.3070281999999
Savona,SAVONA,Liguria,Giuseppe Garibaldi,Monumento,2015,2390550077,8.48257319999999,44.3027678999999
Savona,SAVONA,Liguria,Statua di Pietro Giuria,Monumento,2013,2390587852,8.4813414,44.3046286
Savona,SAVONA,Liguria,Tempietto Boselli,Monumento,2015,3709209591,8.4815349,44.3043927
Savona,SAVONA,Liguria,Cella Giuseppe Mazzini,"Monumento commemorativo, sacrario",2015,3478951969,8.4850221,44.3047159999999
Savona,SAVONA,Liguria,Martiri della Liberté,"Monumento commemorativo, sacrario",2016,1892922235,8.4724125,44.3093031
Savona,SAVONA,Liguria,Memoria Caduti 12 Agosto 1944,"Monumento commemorativo, sacrario",2014,2919432005,8.4444631,44.3171529
Savona,SAVONA,Liguria,Memoria partigiani,"Monumento commemorativo, sacrario",2015,3422120739,8.4606204,44.3139535999999
Savona,SAVONA,Liguria,Monumento ai Caduti,"Monumento commemorativo, sacrario",2016,602511002,8.4791562,44.3083804999999
Savona,SAVONA,Liguria,Stele Generale Rampon,"Monumento commemorativo, sacrario",2014,2947311924,8.42958179999999,44.3613649999999
Scalea,COSENZA,Calabria,Torre Talao,Monumento,2012,1829927448,15.7883095,39.8125687
Scalea,COSENZA,Calabria,Caduti 1é Guerra Mondiale,"Monumento commemorativo, sacrario",2012,1829965917,15.7925219,39.8149912
Scalea,COSENZA,Calabria,Caduti 2é Guerra Mondiale,"Monumento commemorativo, sacrario",2012,1829965804,15.7887156,39.8152405
Scandiano,REGGIO EMILIA,Emilia-Romagna,Caduti di Fellegara,"Monumento commemorativo, sacrario",2015,610375017,10.7033229,44.6084366999999
Scandiano,REGGIO EMILIA,Emilia-Romagna,Cippo Orles Iemmi,"Monumento commemorativo, sacrario",2015,3702524875,10.7260837,44.6226131
Scandiano,REGGIO EMILIA,Emilia-Romagna,Cippo per Gino Bergianti,"Monumento commemorativo, sacrario",2015,3685457601,10.7220749,44.6368164
Scandiano,REGGIO EMILIA,Emilia-Romagna,Vittime seconda Guerra Mondiale,"Monumento commemorativo, sacrario",2011,610375016,10.6891172999999,44.6019034999999
Scandicci,FIRENZE,Toscana,Villa I Collazzi,Monumento,2011,1157600286,11.1949623,43.7195748999999
Scandicci,FIRENZE,Toscana,Monumento ai soldati Neozelandesi,"Monumento commemorativo, sacrario",2013,2402202838,11.1304348,43.7040817999999
Scandriglia,RIETI,Lazio,San Nicola,Monumento,2012,799560531,12.8440892,42.1571611
Scandriglia,RIETI,Lazio,San Salvatore,Monumento,2010,802827216,12.8803214,42.1541608
Scano di Montiferro,ORISTANO,Sardegna,Monumento ai Caduti,Monumento,2014,3054501456,8.58660489999999,40.2170057
Scarlino,GROSSETO,Toscana,Monumento a Garibaldi,Monumento,2010,793933823,10.7723749,42.8677554
Scarmagno,TORINO,Piemonte,Ai Caduti della Guerra del 1915-1918,"Monumento commemorativo, sacrario",2014,2916639245,7.8410726,45.3665816
SCARPERIA E SAN PIERO,FIRENZE,Toscana,363rd Infantry Regiment 91st Division US Army,"Monumento commemorativo, sacrario",2013,2357526352,11.3779147,44.0298019999999
SCARPERIA E SAN PIERO,FIRENZE,Toscana,M. Altuzzo 85th Infantry Division US Army,"Monumento commemorativo, sacrario",2013,2357531359,11.3804640999999,44.0415581999999
Scena,BOLZANO,Trentino-Alto Adige,Bernhard Walzl Gedenkmahl,Monumento,2014,3077098933,11.2179799,46.6832386999999
Scena,BOLZANO,Trentino-Alto Adige,Johann Walzl Denkmal,Monumento,2014,3077143534,11.2332734999999,46.6787301
Scena,BOLZANO,Trentino-Alto Adige,Josef Rainer Denkmal,Monumento,2014,3077038707,11.2418893,46.68086
Schiavon,VICENZA,Veneto,Monumento ai Caduti,Monumento,2012,2072509456,11.6400269,45.6805699
Schio,VICENZA,Veneto,Monumento a Giuseppe Garibaldi,Monumento,2014,3016751013,11.3547216,45.7103212
Schio,VICENZA,Veneto,Monumento ai Caduti,Monumento,2014,2805637302,11.3453146999999,45.7051737
Schio,VICENZA,Veneto,Monumento ai Caduti della Ié e IIé Guerra Mond,Monumento,2015,3381607316,11.3385507,45.6825230999999
Schio,VICENZA,Veneto,Antica pietra miliare Magré Valdagno,"Monumento commemorativo, sacrario",2014,1668978716,11.3375059999999,45.6979165999999
Schio,VICENZA,Veneto,Capitello della peste,"Monumento commemorativo, sacrario",2014,479846391,11.3378002,45.6986953999999
Schio,VICENZA,Veneto,Monumento ad Alessandro Rossi,"Monumento commemorativo, sacrario",2009,342893502,11.355592,45.7112971
Scordia,CATANIA,Sicilia,monumento a San Rocco,"Monumento commemorativo, sacrario",2013,2372319554,14.8470885999999,37.2960567
Scorze',VENEZIA,Veneto,Monumento ai caduti di Peseggia,"Monumento commemorativo, sacrario",2012,335784745,12.1817486,45.5624375
Sedilo,ORISTANO,Sardegna,Monumento ai Caduti,"Monumento commemorativo, sacrario",2014,2197674345,8.9200669,40.1752625
Sedilo,ORISTANO,Sardegna,Pasquale Cocco (Vittima Fosse Ardeatine),"Monumento commemorativo, sacrario",2013,2197677464,8.9253245,40.1709947
Sedilo,ORISTANO,Sardegna,Statua Cesare Zonchello,"Monumento commemorativo, sacrario",2015,2197676622,8.9201124,40.1753638
Sedilo,ORISTANO,Sardegna,Statua di Padre Pio,"Monumento commemorativo, sacrario",2015,3347917698,8.91983379999999,40.1728232999999
Sedilo,ORISTANO,Sardegna,Statua San Costantino,"Monumento commemorativo, sacrario",2015,2197693028,8.92778949999999,40.1709353999999
Sedini,SASSARI,Sardegna,Monumenti ai caduti in guerra,"Monumento commemorativo, sacrario",2013,2053169047,8.8173694,40.8499056
Segrate,MILANO,Lombardia,Sant'Ambrogio,Monumento,2011,493674602,9.29323469999999,45.4994586999999
Selargius,CAGLIARI,Sardegna,Monumento Antonio Gallus,"Monumento commemorativo, sacrario",2015,886915797,9.1618555,39.2489776
Sellano,PERUGIA,Umbria,Eremo San Paterniano,Monumento,2011,1171148096,12.8294774,42.8809801
Senales,BOLZANO,Trentino-Alto Adige,stele,Monumento,2015,1825115611,10.84145,46.7791350999999
Senales,BOLZANO,Trentino-Alto Adige,étzi,"Monumento commemorativo, sacrario",2014,538286364,10.8398167999999,46.7789138999999
Senales,BOLZANO,Trentino-Alto Adige,Heini Holzer,"Monumento commemorativo, sacrario",2014,3152804801,10.8124225,46.7677882999999
Seneghe,ORISTANO,Sardegna,Monumento ai Caduti,Monumento,2012,1889770605,8.6146011,40.0816011
Seniga,BRESCIA,Lombardia,Pieve di Comella,Monumento,2013,2380825332,10.2046022999999,45.2476327999999
Senigallia,ANCONA,Marche,Monumento Caduti della Grande Guerra,"Monumento commemorativo, sacrario",2013,2410961309,13.1547465999999,43.6621943999999
Senna Lodigiana,LODI,Lombardia,Arco della Corte S. Andrea,Monumento,2014,2634899065,9.55590119999999,45.1332427999999
Sequals,PORDENONE,Friuli-Venezia Giulia,Dante Bertin,"Monumento commemorativo, sacrario",2015,3783866991,12.8192959,46.1666273
Seravezza,LUCCA,Toscana,Linea Gotica,Monumento,2011,1484700076,10.2019395999999,44.0207371999999
Serle,BRESCIA,Lombardia,Monumento Ai Caduti Sul Lavoro,Monumento,2015,3326802035,10.3411873,45.5750511999999
Serle,BRESCIA,Lombardia,Monumento ai Fanti Caduti,Monumento,2015,3327772203,10.3637192,45.5845824
Sermoneta,LATINA,Lazio,Ai caduti di tutte le guerre,Monumento,2015,3395253378,12.9865742,41.5487357
Sermoneta,LATINA,Lazio,Ponte Romano,Monumento,2013,2191073901,12.9542734,41.5570226
Sernaglia della Battaglia,TREVISO,Veneto,Monumento agli Arditi,"Monumento commemorativo, sacrario",2012,2049456586,12.1676726,45.86036
Serra Ricco',GENOVA,Liguria,Lapide partigiano Dino Mencaraglia,"Monumento commemorativo, sacrario",2015,3845503681,8.921578,44.5091392
Serravalle Sesia,VERCELLI,Piemonte,Le Lapidi,"Monumento commemorativo, sacrario",2013,1754828356,8.3139574,45.6540654
Serre,SALERNO,Campania,"Epigrafe di Ferdinando IV di Borbone,","Monumento commemorativo, sacrario",2012,1645509915,15.1222743,40.5951639999999
Serrone,FROSINONE,Lazio,Madonna della Pace,Monumento,2011,1301762664,13.1137194,41.8485054
Sesta Godano,LA SPEZIA,Liguria,Monumento ai Caduti,Monumento,2010,826752155,9.6982772,44.3571873
Sesta Godano,LA SPEZIA,Liguria,Foce Treconfini,"Monumento commemorativo, sacrario",2014,1929028960,9.6867763,44.3658721999999
Sesto al Reghena,PORDENONE,Friuli-Venezia Giulia,Bagnarola ai suoi caduti,"Monumento commemorativo, sacrario",2013,2513934601,12.8597652999999,45.8674667
Sesto Calende,VARESE,Lombardia,Obelisco Garibaldino,"Monumento commemorativo, sacrario",2014,3021758866,8.6339573,45.723376
Sesto Fiorentino,FIRENZE,Toscana,cippo dei caduti di Radio Cora,"Monumento commemorativo, sacrario",2014,2777644566,11.2551304,43.8396744
Sesto San Giovanni,MILANO,Lombardia,Masselli di porfido,Monumento,2015,3333696517,9.2102889,45.531069
Sesto San Giovanni,MILANO,Lombardia,Stele,Monumento,2015,1673351474,9.21067629999999,45.5309691
Sesto San Giovanni,MILANO,Lombardia,Ai caduti di tutte le guerre,"Monumento commemorativo, sacrario",2015,1990220639,9.2326122,45.5337468999999
Sesto San Giovanni,MILANO,Lombardia,Monumenti ai Caduti in mare,"Monumento commemorativo, sacrario",2015,3331944834,9.2376362,45.5367313
Settimo Vittone,TORINO,Piemonte,Statua del Redentore,Monumento,2015,3745155924,7.892982,45.5860004999999
Seui,OGLIASTRA,Sardegna,Is Minadoris,Monumento,2015,3598122276,9.3201669,39.8407948999999
Seui,OGLIASTRA,Sardegna,Statua a Padre Pio,Monumento,2016,3983086258,9.3241873,39.8392916999999
Seui,OGLIASTRA,Sardegna,Ai caduti in guerra e sul lavoro,"Monumento commemorativo, sacrario",2015,3862855702,9.3276731,39.8344939999999
Sgonico,TRIESTE,Friuli-Venezia Giulia,Monumento ai partigiani,Monumento,2014,3029129453,13.7294005,45.7272279999999
Sgurgola,FROSINONE,Lazio,Monumento ai Caduti,Monumento,2016,3942457442,13.1479161999999,41.6713419
Siena,SIENA,Toscana,Antiporto Camollia,Monumento,2015,2150475377,11.3216268,43.3289392
Siena,SIENA,Toscana,Basilica di San Francesco,Monumento,2014,2806023355,11.3345894,43.3223883
Siena,SIENA,Toscana,Basilica di Santa Maria dei Servi,Monumento,2014,2806023360,11.3381728,43.3151562999999
Siena,SIENA,Toscana,Castellare degli Ugurgieri,Monumento,2014,2812461390,11.3325866,43.3197706999999
Siena,SIENA,Toscana,Chiesa di Santa Lucia,Monumento,2014,2806023361,11.3288388,43.3138487
Siena,SIENA,Toscana,Chiesa di Santo Spirito,Monumento,2014,2806068697,11.3370643999999,43.3181781999999
Siena,SIENA,Toscana,Fonti d'Ovile,Monumento,2014,2806023345,11.3341549,43.3239103
Siena,SIENA,Toscana,Fonti di Follonica,Monumento,2014,2806023384,11.3371911999999,43.319192
Siena,SIENA,Toscana,Piramide,Monumento,2013,1496252477,11.2601581999999,43.3241207
Siena,SIENA,Toscana,Porta Romana,Monumento,2014,565473540,11.3394663999999,43.3134135
Siena,SIENA,Toscana,Rocca Salimbeni,Monumento,2014,2806023374,11.3308602,43.3216577
Siena,SIENA,Toscana,Statua di Garibaldi,Monumento,2014,3109619447,11.3266484999999,43.3235523999999
Siena,SIENA,Toscana,Torre del Mangia,Monumento,2014,2806773699,11.3320548,43.3182863999999
Signa,FIRENZE,Toscana,I Portici,Monumento,2010,622643283,11.0968126,43.781615
Sillavengo,NOVARA,Piemonte,Monumento ai Caduti,"Monumento commemorativo, sacrario",2016,3950150119,8.43981679999999,45.517639
Sillavengo,NOVARA,Piemonte,Monumento ai Caduti 1915-1918,"Monumento commemorativo, sacrario",2016,3944439238,8.4417239,45.5206203999999
Sinalunga,SIENA,Toscana,castello di Farnetella,Monumento,2008,254058598,11.7023841,43.2434634999999
Sinalunga,SIENA,Toscana,Fonti del Fossatello,Monumento,2008,252922960,11.7356294,43.2133595999999
Sinnai,CAGLIARI,Sardegna,Antica polveriera mineraria,Monumento,2013,2591807551,9.3553017,39.4026885999999
Sinnai,CAGLIARI,Sardegna,Es direzione Miniera di Serr'e S'Ilixi,Monumento,2013,2591807550,9.3536388,39.4015486999999
Sinnai,CAGLIARI,Sardegna,Pozzo minerario Malaspina,Monumento,2013,2591807549,9.3577533,39.4015694
Siracusa,SIRACUSA,Sicilia,Cesare Battisti,Monumento,2016,4004221293,15.2935718,37.0657459
Siracusa,SIRACUSA,Sicilia,Giuseppe Garibaldi,Monumento,2016,4004221294,15.2924611,37.0583351
Siracusa,SIRACUSA,Sicilia,La Palla,Monumento,2014,3065836353,15.2894295,37.0740187999999
Siracusa,SIRACUSA,Sicilia,Porta marina,Monumento,2014,1524639138,15.2916633999999,37.0618363999999
Siracusa,SIRACUSA,Sicilia,Pippo di Natale,"Monumento commemorativo, sacrario",2015,3315681223,15.2811787,37.0759417
Siracusa,SIRACUSA,Sicilia,Tomba di August von Platen,"Monumento commemorativo, sacrario",2015,3065831653,15.2862145,37.0757005999999
Sirmione,BRESCIA,Lombardia,Campana dei Caduti,"Monumento commemorativo, sacrario",2014,360986738,10.6046495,45.4983881
Sizzano,NOVARA,Piemonte,Statua della Madonna del Rosario,"Monumento commemorativo, sacrario",2016,3988259831,8.4378753,45.5766307
Sogliano al Rubicone,FORLI',Emilia-Romagna,Sorgente dell'Urgon-Rubicone,"Monumento commemorativo, sacrario",2011,1423596079,12.2634889,44.0014942
Solagna,VICENZA,Veneto,Monumento ai Fanti,Monumento,2013,2440338389,11.7158393,45.8192578999999
Solarussa,ORISTANO,Sardegna,Monumento ai Caduti,Monumento,2014,3227632652,8.67509609999999,39.9559180999999
Solferino,MANTOVA,Lombardia,Monumento a Henry Dunant,Monumento,2015,3326697141,10.5664183,45.3737165
Solferino,MANTOVA,Lombardia,Monumento ai Caduti di Solferino,Monumento,2015,3326697140,10.5662366999999,45.3735886999999
Solferino,MANTOVA,Lombardia,Memoriale della Croce Rossa,"Monumento commemorativo, sacrario",2015,1727498111,10.5607834999999,45.3713211999999
Solignano,PARMA,Emilia-Romagna,Incrocio,"Monumento commemorativo, sacrario",2011,1432949576,9.94088359999999,44.6455485999999
Somma Lombardo,VARESE,Lombardia,Lavatoio dei Sommesi,"Monumento commemorativo, sacrario",2015,307373103,8.70465609999999,45.6799717999999
Somma Lombardo,VARESE,Lombardia,Monumento a San Francesco d'Assisi,"Monumento commemorativo, sacrario",2013,2484862917,8.7047337,45.6808231999999
Somma Lombardo,VARESE,Lombardia,Monumento agli Alpini,"Monumento commemorativo, sacrario",2013,2398185346,8.7126194,45.6777659999999
Somma Lombardo,VARESE,Lombardia,Monumento ai caduti del lavoro,"Monumento commemorativo, sacrario",2014,2405333068,8.7105233,45.6826136999999
Somma Lombardo,VARESE,Lombardia,Monumento all'Arma dei Carabinieri,"Monumento commemorativo, sacrario",2013,2500510204,8.7063273,45.6854439999999
Somma Lombardo,VARESE,Lombardia,Santa Caterina,"Monumento commemorativo, sacrario",2012,2032378498,8.7010153,45.6988051
Sommacampagna,VERONA,Veneto,Ai caduti della I Guerra Mondiale,Monumento,2013,2403919205,10.7951148,45.3757327
Sommacampagna,VERONA,Veneto,Monumento ai Caduti,Monumento,2013,284473084,10.8456335999999,45.4092374
Sommacampagna,VERONA,Veneto,Villa Venier,Monumento,2008,298152331,10.8466802999999,45.4112105999999
Sommariva del Bosco,CUNEO,Piemonte,Avis,"Monumento commemorativo, sacrario",2013,2476713261,7.7837695,44.7710652999999
Sondrio,SONDRIO,Lombardia,I Valtellinesi a Garibaldi MCMIX,Monumento,2013,943748002,9.8700511,46.1707054999999
Sorbolo,PARMA,Emilia-Romagna,Monumento all'Enza,"Monumento commemorativo, sacrario",2014,2812791259,10.4677998,44.9010593
Sordio,LODI,Lombardia,Monumento ai Caduti,Monumento,2015,3418508703,9.3709506,45.340131
Sori,GENOVA,Liguria,Monumento ai Caduti del Mare,Monumento,2013,2292637277,9.1013447,44.3713422
Sorisole,BERGAMO,Lombardia,Monumento ai Caduti,"Monumento commemorativo, sacrario",2011,1139460944,9.634643,45.7339141
Sorisole,BERGAMO,Lombardia,Monumento ai Caduti,"Monumento commemorativo, sacrario",2013,2333223682,9.6362387,45.7335923999999
Sorrento,NAPOLI,Campania,S.Antonino Abate,"Monumento commemorativo, sacrario",2012,1729435213,14.3746176,40.6270761999999
Sorso,SASSARI,Sardegna,Monumento ai Caduti,Monumento,2012,1967443024,8.5770061,40.7973411999999
Sovicille,SIENA,Toscana,Parco della Tebaide,Monumento,2014,2020571764,11.2074447,43.3041650999999
Sovicille,SIENA,Toscana,Cippo a Rino Chesi e Vasco Perugini,"Monumento commemorativo, sacrario",2013,1265088362,11.1941666,43.2811844
Sovicille,SIENA,Toscana,Cippo ad Enrico Rampinelli,"Monumento commemorativo, sacrario",2016,1265088296,11.1870328,43.2800926
Sovicille,SIENA,Toscana,Monumento ai caduti della Grande Guerra,"Monumento commemorativo, sacrario",2013,2321321195,11.2528279,43.2092293999999
Spadafora,MESSINA,Sicilia,Monumento ai Caduti,Monumento,2013,2471012220,15.3749486,38.2215814999999
Spezzano della Sila,COSENZA,Calabria,Monumento ai Caduti,"Monumento commemorativo, sacrario",2015,3787764710,16.3412775,39.2988308999999
Spilimbergo,PORDENONE,Friuli-Venezia Giulia,Monumento ai caduti di Gaio,"Monumento commemorativo, sacrario",2013,2422899644,12.9053117,46.1407328
Spinazzola,BARLETTA ANDRIA TRANI,Puglia,monumento ai 22 martiri delle Murge,"Monumento commemorativo, sacrario",2009,471333520,16.1721928,41.0026955
Spirano,BERGAMO,Lombardia,Monumento 11 Settembre,"Monumento commemorativo, sacrario",2012,1687500005,9.6692406,45.5822817999999
Stella Cilento,SALERNO,Campania,Monumento ai Caduti,"Monumento commemorativo, sacrario",2013,2451194516,15.093112,40.2317144
Stelvio,BOLZANO,Trentino-Alto Adige,Ungarisches Ehrenmal,Monumento,2013,2465912149,10.4534722,46.5320413999999
Stelvio,BOLZANO,Trentino-Alto Adige,Ungarisches Ehrenmal,Monumento,2013,2465912149,10.4534722,46.5320413999999
Stelvio,BOLZANO,Trentino-Alto Adige,Denkmal Erstbesteigung des Ortler 1804,"Monumento commemorativo, sacrario",2014,1445572799,10.5002698,46.5370510999999
Stelvio,BOLZANO,Trentino-Alto Adige,ehemalige Hallesche Hétte,"Monumento commemorativo, sacrario",2011,1414911472,10.6059948,46.4745576999999
Stezzano,BERGAMO,Lombardia,Monumento ai Caduti,"Monumento commemorativo, sacrario",2010,908781612,9.65485999999999,45.6549034
Stienta,ROVIGO,Veneto,Oratorio della Beata Vergine sec. XVII,Monumento,2013,2184399896,11.5094346,44.9677942
Stienta,ROVIGO,Veneto,Memoriale Alpini,"Monumento commemorativo, sacrario",2013,2201908705,11.5096951,44.9676260999999
Stienta,ROVIGO,Veneto,Memoriale Leo Bonatti,"Monumento commemorativo, sacrario",2013,2201908706,11.5289672,44.9412852999999
Stilo,REGGIO CALABRIA,Calabria,Monumento ai Caduti,Monumento,2011,1345310340,16.470768,38.4768885
Stilo,REGGIO CALABRIA,Calabria,Porta Reale,Monumento,2012,1913496219,16.4688313999999,38.4783133999999
Stilo,REGGIO CALABRIA,Calabria,Porta Stefanina,Monumento,2013,1913496227,16.4719474999999,38.4802265
Stilo,REGGIO CALABRIA,Calabria,Stilo,Monumento,2011,67275306,16.4689456,38.4768832999999
Stilo,REGGIO CALABRIA,Calabria,Tommaso Campanella,Monumento,2011,1345310320,16.4686328999999,38.4771746999999
Stregna,UDINE,Friuli-Venezia Giulia,Monumento ai Caduti,Monumento,2009,354645997,13.5778614,46.1269592
Stresa,VERBANIA,Piemonte,La sirenetta di Stresa,Monumento,2015,3365349818,8.5414987,45.8841313
Subbiano,AREZZO,Toscana,maesta di pilli,"Monumento commemorativo, sacrario",2012,1985868400,11.8829180999999,43.5701603999999
Subbiano,AREZZO,Toscana,maesta di valdipozzo,"Monumento commemorativo, sacrario",2012,1985675635,11.907768,43.6072573
Subbiano,AREZZO,Toscana,Partigiani aretini,"Monumento commemorativo, sacrario",2011,1274173551,11.9417118,43.6240633999999
Sulmona,L'AQUILA,Abruzzo,2000 & beyond,Monumento,2015,3702476167,13.9279007,42.0512913
Sulmona,L'AQUILA,Abruzzo,Eremo di Celestino V,Monumento,2015,3057450131,13.9359787,42.0893869
Sulmona,L'AQUILA,Abruzzo,Fontana del Vecchio,Monumento,2014,766668132,13.9251985,42.0480275999999
Sulmona,L'AQUILA,Abruzzo,Statua di Ovidio,Monumento,2015,3702482863,13.9241343,42.0486387999999
Sulzano,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2014,3087181316,10.1145087,45.6761002
Surbo,LECCE,Puglia,Monumento dei caduti,Monumento,2015,3385394726,18.1295013999999,40.3970242999999
Surbo,LECCE,Puglia,Padre Pio,Monumento,2015,3385394481,18.131156,40.3967292
Surbo,LECCE,Puglia,Statua di Padre Pio,"Monumento commemorativo, sacrario",2015,3808214413,18.1509816,40.3862979999999
Susa,TORINO,Piemonte,A ricordo dei Carristi caduti sul Moncenisio,"Monumento commemorativo, sacrario",2014,2962286500,7.044124,45.1368154
Susa,TORINO,Piemonte,A.V.I.S.,"Monumento commemorativo, sacrario",2014,3008190487,7.061177,45.1349567999999
Susa,TORINO,Piemonte,Ai Caduti dell'Aria,"Monumento commemorativo, sacrario",2015,3046865702,7.0531609,45.138823
Susa,TORINO,Piemonte,Ai Paracadutisti d'Italia,"Monumento commemorativo, sacrario",2015,3759332795,7.0529271,45.1388127999999
Susa,TORINO,Piemonte,Augusto Abegg,"Monumento commemorativo, sacrario",2015,3267505597,7.0478769,45.1365941999999
Susa,TORINO,Piemonte,Beato monsignor Edoardo Giuseppe Rosaz,"Monumento commemorativo, sacrario",2014,2951298615,7.0451757,45.1368993999999
Susa,TORINO,Piemonte,Caduti senza Croce,"Monumento commemorativo, sacrario",2014,2962317964,7.043149,45.1361643999999
Susa,TORINO,Piemonte,Carlo Andrea Rana,"Monumento commemorativo, sacrario",2015,3267429788,7.045105,45.1355039999999
Susa,TORINO,Piemonte,Emilio De Giorgis,"Monumento commemorativo, sacrario",2015,3428225288,7.0459098,45.1355963
Susa,TORINO,Piemonte,Giuseppe Ponsero,"Monumento commemorativo, sacrario",2015,3678709183,7.0487439,45.1352034
Susa,TORINO,Piemonte,La Valle di Susa ai caduti del mare,"Monumento commemorativo, sacrario",2015,3446175058,7.0505262,45.1386483
Susa,TORINO,Piemonte,Luigi Scarafia,"Monumento commemorativo, sacrario",2015,3512063069,7.0423025,45.1408583999999
Susa,TORINO,Piemonte,Mulassano Paolo,"Monumento commemorativo, sacrario",2014,3046865701,7.0524598,45.1386954
Susa,TORINO,Piemonte,Norberto Rosa,"Monumento commemorativo, sacrario",2015,3428248760,7.0472944,45.1356672
Sutri,VITERBO,Lazio,Porta Vecchia,Monumento,2012,1730984320,12.2256421999999,42.2407874
Sutri,VITERBO,Lazio,Eugenio Agneni,"Monumento commemorativo, sacrario",2012,1730996234,12.2284746,42.2406999999999
Taino,VARESE,Lombardia,Lavatoio,Monumento,2012,1941463361,8.61484409999999,45.7692392
Taio,TRENTO,Trentino-Alto Adige,Eusebio Chini,Monumento,2013,2287289624,11.0713554,46.3041811
